,name,lng,lat,oficina_principal,totalOffices,category_code,number_of_employees,founded_year,total_money_raised,ciudad
4227,Belighted,4.6102492,50.6713314,"{'type': 'Point', 'coordinates': [4.6102492, 50.6713314]}",1,web,13,2008.0,0.0,Louvain-la-Neuve
4228,edelight,9.1791331,48.7710311,"{'type': 'Point', 'coordinates': [9.1791331, 48.7710311]}",1,ecommerce,15,2006.0,0.0,Stuttgart
4229,Centralis,-87.7135479,42.0644028,"{'type': 'Point', 'coordinates': [-87.7135479, 42.0644028]}",1,consulting,6,2001.0,0.0,Evanston
4230,PB Strategic Consultancy,-122.4184108,37.7581148,"{'type': 'Point', 'coordinates': [-122.4184108, 37.7581148]}",1,mobile,5,1999.0,0.0,San Francisco
4231,Red Engineering Design,-0.1398614,51.5234209,"{'type': 'Point', 'coordinates': [-0.1398614, 51.5234209]}",1,consulting,100,2004.0,0.0,London
4232,YesFreelance,-87.6445473,41.8819283,"{'type': 'Point', 'coordinates': [-87.6445473, 41.8819283]}",1,ecommerce,5,2009.0,0.0,Chicago
4233,ZaaBiz Pty Ltd,150.923345,-33.806371,"{'type': 'Point', 'coordinates': [150.923345, -33.806371]}",1,web,10,2007.0,0.0,Surry Hills NSW
4234,RURO,-77.4105,39.4142,"{'type': 'Point', 'coordinates': [-77.4105, 39.4142]}",1,biotech,18,2007.0,0.0,Frederick
4235,Whitecap Canada,-79.3361949,43.7728618,"{'type': 'Point', 'coordinates': [-79.3361949, 43.7728618]}",1,software,30,1997.0,0.0,Toronto
4236,Arroba,-3.8976941,40.5558192,"{'type': 'Point', 'coordinates': [-3.8976941, 40.5558192]}",1,advertising,15,1995.0,0.0,"Las rozas, Madrid"
4237,Metreos Corporation,-97.8001299,30.2350399,"{'type': 'Point', 'coordinates': [-97.8001299, 30.2350399]}",1,software,20,2001.0,4360000.0,Austin
4238,Hiploose Global Solutions,-78.649521,35.714942,"{'type': 'Point', 'coordinates': [-78.649521, 35.714942]}",2,search,8,2008.0,0.0,Raleigh
4239,Birst,-122.404113,37.789471,"{'type': 'Point', 'coordinates': [-122.404113, 37.789471]}",1,enterprise,150,2004.0,64000000.0,San Francisco
4240,BIT TV,-122.642156,45.488419,"{'type': 'Point', 'coordinates': [-122.642156, 45.488419]}",1,games_video,10,2009.0,0.0,Portland
4241,all140,16.3736319,48.2114213,"{'type': 'Point', 'coordinates': [16.3736319, 48.2114213]}",1,web,4,2009.0,0.0,Vienna
4242,A2B Office Technology,-2.3230453,53.5870714,"{'type': 'Point', 'coordinates': [-2.3230453, 53.5870714]}",1,hardware,15,1991.0,0.0,Bury
4243,Apex Software,-84.068835,33.991787,"{'type': 'Point', 'coordinates': [-84.068835, 33.991787]}",1,software,15,1991.0,0.0,Lawrenceville
4244,Control Group,-74.007767,40.7124151,"{'type': 'Point', 'coordinates': [-74.007767, 40.7124151]}",1,consulting,40,2001.0,0.0,New York
4245,Electronic Compute Systems,-76.591418,39.389694,"{'type': 'Point', 'coordinates': [-76.591418, 39.389694]}",1,hardware,1,1997.0,385000.0,Towson
4246,Matcoms Technologies,77.6056199,12.9159718,"{'type': 'Point', 'coordinates': [77.6056199, 12.9159718]}",1,web,5,,0.0,New Delhi
4247,AlphaPoint Technology,-82.423,27.3858,"{'type': 'Point', 'coordinates': [-82.423, 27.3858]}",1,software,10,2009.0,0.0,Sarasota
4248,HariOmTechnologies,77.4589032,23.2771102,"{'type': 'Point', 'coordinates': [77.4589032, 23.2771102]}",1,software,20,2008.0,0.0,Bhopal
4249,Quallion,-118.460437,34.302454,"{'type': 'Point', 'coordinates': [-118.460437, 34.302454]}",1,other,100,1998.0,0.0,Sylmar
4250,Buildify,-122.1802812,37.4484914,"{'type': 'Point', 'coordinates': [-122.1802812, 37.4484914]}",1,consulting,10,2008.0,0.0,Menlo Park
4251,Onthegig,-75.145782,39.9493801,"{'type': 'Point', 'coordinates': [-75.145782, 39.9493801]}",1,software,2,2006.0,0.0,Philadelphia
4252,PERCUSSA,3.9712962,50.9228106,"{'type': 'Point', 'coordinates': [3.9712962, 50.9228106]}",1,hardware,10,2004.0,0.0,Mere
4253,Sandbox Software Solutions,-80.2503319,43.5471797,"{'type': 'Point', 'coordinates': [-80.2503319, 43.5471797]}",1,web,6,2004.0,0.0,Guelph
4254,Distimo,5.1682449,52.0848526,"{'type': 'Point', 'coordinates': [5.1682449, 52.0848526]}",1,mobile,17,2009.0,0.0,Utrecht
4255,hooolp,11.5778387,49.9548993,"{'type': 'Point', 'coordinates': [11.5778387, 49.9548993]}",1,search,10,2007.0,0.0,Berlin
4256,GroupieGuide,-122.3374372,47.6042792,"{'type': 'Point', 'coordinates': [-122.3374372, 47.6042792]}",1,web,4,2008.0,0.0,Seattle
4257,Ahlera,-56.1702161,-34.8910198,"{'type': 'Point', 'coordinates': [-56.1702161, -34.8910198]}",1,public_relations,4,2008.0,0.0,Montevideo
4258,Bvocalized,-122.8856305,49.256745,"{'type': 'Point', 'coordinates': [-122.8856305, 49.256745]}",1,mobile,24,2008.0,0.0,Coquitlam
4259,Indian Ridge Florida,-2.6843136,52.0539311,"{'type': 'Point', 'coordinates': [-2.6843136, 52.0539311]}",1,other,4,1996.0,0.0,uk
4260,ESA,-82.6563956,28.0450609,"{'type': 'Point', 'coordinates': [-82.6563956, 28.0450609]}",1,other,3,1996.0,0.0,Oldsmar
4261,Bloo,18.073094,59.3494046,"{'type': 'Point', 'coordinates': [18.073094, 59.3494046]}",1,mobile,2,2008.0,0.0,Stockholm
4262,NextMark,-72.270885,43.689508,"{'type': 'Point', 'coordinates': [-72.270885, 43.689508]}",1,software,27,1999.0,0.0,Hanover
4263,Dicole,24.9279339,60.1708429,"{'type': 'Point', 'coordinates': [24.9279339, 60.1708429]}",1,software,10,1999.0,0.0,Helsinki
4264,Cybernetics,-76.4647356,37.118299,"{'type': 'Point', 'coordinates': [-76.4647356, 37.118299]}",1,enterprise,115,1978.0,0.0,Yorktown
4265,LendingKarma,-122.4186,37.7753,"{'type': 'Point', 'coordinates': [-122.4186, 37.7753]}",1,legal,1,2009.0,0.0,San Francisco
4266,Muncom,-122.215892,47.436988,"{'type': 'Point', 'coordinates': [-122.215892, 47.436988]}",1,ecommerce,15,2006.0,0.0,Renton
4267,FinderMonkey,-1.522118,53.752225,"{'type': 'Point', 'coordinates': [-1.522118, 53.752225]}",1,search,6,2007.0,0.0,leeds
4268,EFJohnson Technologies,-96.974614,32.887631,"{'type': 'Point', 'coordinates': [-96.974614, 32.887631]}",1,public_relations,290,1923.0,0.0,Irving
4269,iRoam Mobile Solutions,-79.3941764,43.6470303,"{'type': 'Point', 'coordinates': [-79.3941764, 43.6470303]}",1,public_relations,10,1997.0,0.0,Toronto
4270,BigSpire Technologies,80.249634,13.060416,"{'type': 'Point', 'coordinates': [80.249634, 13.060416]}",1,ecommerce,5,2009.0,0.0,
4271,GMA Grading,-82.568494,28.172468,"{'type': 'Point', 'coordinates': [-82.568494, 28.172468]}",1,other,12,2000.0,0.0,Odessa
4272,Web Piston,-82.504803,28.031821,"{'type': 'Point', 'coordinates': [-82.504803, 28.031821]}",2,ecommerce,25,1998.0,0.0,Tampa
4273,Frupee,-82.5023314,28.1242277,"{'type': 'Point', 'coordinates': [-82.5023314, 28.1242277]}",1,web,8,2007.0,0.0,Lutz
4274,Krumlr,-84.256139,33.780472,"{'type': 'Point', 'coordinates': [-84.256139, 33.780472]}",1,web,1,2008.0,0.0,Avondale Estates
4275,AppStoreHQ,-122.325878,47.6447802,"{'type': 'Point', 'coordinates': [-122.325878, 47.6447802]}",1,mobile,3,2009.0,0.0,Seattle
4276,"MetaGeek, LLC",-116.308755,43.608974,"{'type': 'Point', 'coordinates': [-116.308755, 43.608974]}",1,software,7,2005.0,0.0,Boise
4277,Elevance Renewable Sciences,-88.0642145,41.6750038,"{'type': 'Point', 'coordinates': [-88.0642145, 41.6750038]}",1,cleantech,68,2007.0,294000000.0,Woodridge
4278,PaperSports,-95.975663,36.133354,"{'type': 'Point', 'coordinates': [-95.975663, 36.133354]}",1,web,2,2008.0,0.0,Tulsa
4279,Motor Creative Marketing,-117.613865,33.427397,"{'type': 'Point', 'coordinates': [-117.613865, 33.427397]}",1,advertising,17,2002.0,0.0,San Clemente
4280,ConferenceSuite,-117.230732,32.953441,"{'type': 'Point', 'coordinates': [-117.230732, 32.953441]}",1,public_relations,9,2007.0,0.0,San Diego
4281,GoGoPin,-122.3182683,47.8211634,"{'type': 'Point', 'coordinates': [-122.3182683, 47.8211634]}",1,web,10,2007.0,800000.0,Lynnwood
4282,iPOTT Softech India Private Limited,77.6102811,12.9959332,"{'type': 'Point', 'coordinates': [77.6102811, 12.9959332]}",1,software,20,2005.0,0.0,Bangalore
4283,ParkSlide,144.938697,-37.843183,"{'type': 'Point', 'coordinates': [144.938697, -37.843183]}",2,enterprise,5,2007.0,0.0,Port Melbourne
4284,Me!Box Media,-86.156255,39.767016,"{'type': 'Point', 'coordinates': [-86.156255, 39.767016]}",2,enterprise,9,2008.0,500000.0,Indianapolis
4285,Pixel Vivant,-1.9856858,48.6276289,"{'type': 'Point', 'coordinates': [-1.9856858, 48.6276289]}",1,software,3,2005.0,0.0,Saint-Malo
4286,CPM Braxis,-46.6872018,-23.5910421,"{'type': 'Point', 'coordinates': [-46.6872018, -23.5910421]}",3,consulting,5400,1982.0,100000000.0,Ṣo Paulo
4287,Finagle,-86.794246,36.139428,"{'type': 'Point', 'coordinates': [-86.794246, 36.139428]}",1,web,5,2005.0,0.0,Nashville
4288,Conde Systems,-88.1407701,30.5758958,"{'type': 'Point', 'coordinates': [-88.1407701, 30.5758958]}",1,hardware,88,1992.0,0.0,Mobile
4289,drchrono,-122.0933053,37.4202074,"{'type': 'Point', 'coordinates': [-122.0933053, 37.4202074]}",1,medical,50,2009.0,4130000.0,Mountain View
4290,Mind Taffy Design,-120.3934165,34.6960023,"{'type': 'Point', 'coordinates': [-120.3934165, 34.6960023]}",1,games_video,5,1990.0,0.0,Santa Barbara
4291,Pressitt,-1.818289,50.732295,"{'type': 'Point', 'coordinates': [-1.818289, 50.732295]}",1,network_hosting,5,2009.0,0.0,Bournemouth
4292,Paydro,4.8926966,52.3646031,"{'type': 'Point', 'coordinates': [4.8926966, 52.3646031]}",1,software,0,2008.0,0.0,Amsterdam
4293,SearchForecast,-122.160011,37.44931,"{'type': 'Point', 'coordinates': [-122.160011, 37.44931]}",1,search,25,2004.0,0.0,Palo Alto
4294,inQbation,-77.3381855,38.9552797,"{'type': 'Point', 'coordinates': [-77.3381855, 38.9552797]}",2,web,15,2007.0,0.0,Herndon
4295,NetRetail Holding,4.866857,52.3435239,"{'type': 'Point', 'coordinates': [4.866857, 52.3435239]}",1,finance,200,2000.0,53400000.0,Amsterdam
4296,Valid8,-71.1267002,42.4963399,"{'type': 'Point', 'coordinates': [-71.1267002, 42.4963399]}",1,software,10,2002.0,0.0,Woburn
4297,ProXiti,6.3023097,49.1347976,"{'type': 'Point', 'coordinates': [6.3023097, 49.1347976]}",1,advertising,0,2007.0,0.0,RETONFEY
4298,FireRock Research,-122.3305597,47.6051695,"{'type': 'Point', 'coordinates': [-122.3305597, 47.6051695]}",1,other,2,2007.0,0.0,Seattle
4299,ExteNet Systems,-88.1132884,41.8089007,"{'type': 'Point', 'coordinates': [-88.1132884, 41.8089007]}",1,network_hosting,39,2003.0,156000000.0,Lisle
4300,Bullhorn,-71.047739,42.35198,"{'type': 'Point', 'coordinates': [-71.047739, 42.35198]}",1,enterprise,100,2001.0,27500000.0,Boston
4301,CubeTree,-122.232217,37.487259,"{'type': 'Point', 'coordinates': [-122.232217, 37.487259]}",1,enterprise,12,2008.0,11500000.0,Redwood City
4302,Servo Software,-122.292146,37.552262,"{'type': 'Point', 'coordinates': [-122.292146, 37.552262]}",1,software,40,2008.0,3010000.0,San Mateo
4303,Worky,-6.2674937,53.344104,"{'type': 'Point', 'coordinates': [-6.2674937, 53.344104]}",1,web,16,2008.0,0.0,Dublin
4304,NetroStar,-80.1892904,25.7922516,"{'type': 'Point', 'coordinates': [-80.1892904, 25.7922516]}",2,ecommerce,10,2001.0,0.0,Miami
4305,Tell Me More,-112.001645,33.423392,"{'type': 'Point', 'coordinates': [-112.001645, 33.423392]}",1,software,350,1987.0,0.0,Phoenix
4306,Diamantea,15.0916839,37.5186215,"{'type': 'Point', 'coordinates': [15.0916839, 37.5186215]}",1,software,20,2004.0,0.0,
4307,Varsity Outreach,-77.036972,38.93097,"{'type': 'Point', 'coordinates': [-77.036972, 38.93097]}",1,web,4,2008.0,0.0,Washington
4308,ArcTouch,-122.392343,37.779868,"{'type': 'Point', 'coordinates': [-122.392343, 37.779868]}",1,mobile,45,2008.0,0.0,San Francisco
4309,Sorenson Media,-117.3483906,33.1649263,"{'type': 'Point', 'coordinates': [-117.3483906, 33.1649263]}",2,software,60,1995.0,0.0,Carlsbad
4310,ColdLight Solutions,-75.42402,40.075096,"{'type': 'Point', 'coordinates': [-75.42402, 40.075096]}",1,software,10,2007.0,11000000.0,Wayne
4311,SproutBox,-86.526904,39.164287,"{'type': 'Point', 'coordinates': [-86.526904, 39.164287]}",1,other,10,2008.0,1020000.0,Bloomington
4312,Graticle,-122.6931439,45.7968414,"{'type': 'Point', 'coordinates': [-122.6931439, 45.7968414]}",1,design,1,2009.0,0.0,Ellensburg
4313,bwired,145.037319,-37.857674,"{'type': 'Point', 'coordinates': [145.037319, -37.857674]}",1,software,30,2000.0,0.0,Melbourne
4314,Sagacious Softwares,-106.607947,35.201649,"{'type': 'Point', 'coordinates': [-106.607947, 35.201649]}",1,ecommerce,15,2002.0,0.0,Gurgaon
4315,Vital Networks,-121.376407,38.553638,"{'type': 'Point', 'coordinates': [-121.376407, 38.553638]}",3,network_hosting,13,2005.0,0.0,Sacramento
4316,Trancos,-122.217964,37.488336,"{'type': 'Point', 'coordinates': [-122.217964, 37.488336]}",1,advertising,40,1999.0,0.0,Pleasanton
4317,SkyFuel,-105.206509,39.862942,"{'type': 'Point', 'coordinates': [-105.206509, 39.862942]}",1,cleantech,35,2007.0,17000000.0,Arvada
4318,Pikkoo,25.470902,65.0127875,"{'type': 'Point', 'coordinates': [25.470902, 65.0127875]}",1,mobile,5,2009.0,0.0,Oulu
4319,OCTALINE,2.2863338,48.8964115,"{'type': 'Point', 'coordinates': [2.2863338, 48.8964115]}",1,web,2,2009.0,0.0,Levallois-Perret
4320,GLOBALIS Media Systems,2.279071,48.845751,"{'type': 'Point', 'coordinates': [2.279071, 48.845751]}",1,software,21,1997.0,0.0,PARIS
4321,FeraLabs,0.5724753,50.8553458,"{'type': 'Point', 'coordinates': [0.5724753, 50.8553458]}",1,software,5,,0.0,Hastings
4322,Moogo,24.8004316,60.1759901,"{'type': 'Point', 'coordinates': [24.8004316, 60.1759901]}",1,web,22,2007.0,0.0,Espoo
4323,ASPgems,-3.6992667,40.4165967,"{'type': 'Point', 'coordinates': [-3.6992667, 40.4165967]}",1,software,26,2006.0,0.0,Madrid
4324,Bags Direct,-0.8590919,52.2182759,"{'type': 'Point', 'coordinates': [-0.8590919, 52.2182759]}",1,ecommerce,15,,0.0,Northampton
4325,Owngig,22.76303,39.39615,"{'type': 'Point', 'coordinates': [22.76303, 39.39615]}",1,games_video,8,2008.0,0.0,London
4326,Book'd,-92.3227556,38.9569894,"{'type': 'Point', 'coordinates': [-92.3227556, 38.9569894]}",1,software,1,2009.0,0.0,Columbia
4327,MedCity News,-81.6089873,41.5091257,"{'type': 'Point', 'coordinates': [-81.6089873, 41.5091257]}",1,news,3,2008.0,310000.0,Cleveland
4328,*faircompanies,2.1762262,41.3803265,"{'type': 'Point', 'coordinates': [2.1762262, 41.3803265]}",1,cleantech,3,,0.0,Barcelona
4329,makandra,10.9059804,48.3400291,"{'type': 'Point', 'coordinates': [10.9059804, 48.3400291]}",1,software,8,2009.0,0.0,Augsburg
4330,eMeter,-122.284114,37.560781,"{'type': 'Point', 'coordinates': [-122.284114, 37.560781]}",1,cleantech,200,1999.0,68800000.0,San Mateo
4331,Eglue Business Technologies,-74.02977,40.736222,"{'type': 'Point', 'coordinates': [-74.02977, 40.736222]}",2,software,80,2001.0,27000000.0,Hoboken
4332,VFM Leonardo,-79.393037,43.6478154,"{'type': 'Point', 'coordinates': [-79.393037, 43.6478154]}",1,advertising,120,2000.0,13400000.0,Toronto
4333,Monderer Design,-71.1228802,42.3912548,"{'type': 'Point', 'coordinates': [-71.1228802, 42.3912548]}",1,public_relations,4,1982.0,0.0,Cambridge
4334,Breakaway Communications,-73.9907472,40.73998,"{'type': 'Point', 'coordinates': [-73.9907472, 40.73998]}",3,public_relations,20,2004.0,0.0,New York
4335,Cowrite,-73.9836019,40.7679235,"{'type': 'Point', 'coordinates': [-73.9836019, 40.7679235]}",1,other,4,2008.0,0.0,New York
4336,Live2Support,-73.9815793,40.7488761,"{'type': 'Point', 'coordinates': [-73.9815793, 40.7488761]}",1,software,35,2003.0,0.0,Long Island City
4337,BUSINEO,2.2497852,48.8208454,"{'type': 'Point', 'coordinates': [2.2497852, 48.8208454]}",1,web,4,2007.0,0.0,Issy Les Moulineaux
4338,NewServers,-80.1550199,26.2031094,"{'type': 'Point', 'coordinates': [-80.1550199, 26.2031094]}",1,network_hosting,11,2007.0,0.0,Fort Lauderdale
4339,Statugle,-87.6531805,41.9205483,"{'type': 'Point', 'coordinates': [-87.6531805, 41.9205483]}",1,web,1,2009.0,0.0,Chicago
4340,"Dance Channel TV, Inc",-118.3637264,34.1658804,"{'type': 'Point', 'coordinates': [-118.3637264, 34.1658804]}",1,games_video,5,2008.0,0.0,North Hollywood
4341,doctr,13.0627199,52.4069988,"{'type': 'Point', 'coordinates': [13.0627199, 52.4069988]}",1,enterprise,10,,0.0,Potsdam
4342,StreamTheWorld,-73.5767499,45.4961227,"{'type': 'Point', 'coordinates': [-73.5767499, 45.4961227]}",2,games_video,65,2005.0,0.0,Montr̩al
4343,Remodel Connect,-104.8571368,39.5633544,"{'type': 'Point', 'coordinates': [-104.8571368, 39.5633544]}",1,other,2,2009.0,0.0,Denver
4344,kontoblick,11.6120973,48.1234082,"{'type': 'Point', 'coordinates': [11.6120973, 48.1234082]}",1,web,10,,0.0,Munich
4345,Glympse,-122.3350847,47.6220245,"{'type': 'Point', 'coordinates': [-122.3350847, 47.6220245]}",1,messaging,20,2008.0,7500000.0,Seattle
4346,Unitrends Software,-80.963732,34.10057,"{'type': 'Point', 'coordinates': [-80.963732, 34.10057]}",1,software,200,1989.0,20600000.0,Columbia
4347,QD Vision,-71.1998364,42.3678629,"{'type': 'Point', 'coordinates': [-71.1998364, 42.3678629]}",1,nanotech,21,2004.0,78000000.0,Watertown
4348,SensorLogic,-96.823641,32.958634,"{'type': 'Point', 'coordinates': [-96.823641, 32.958634]}",1,enterprise,38,2002.0,19000000.0,Addison
4349,Razorsight,-77.367981,38.872668,"{'type': 'Point', 'coordinates': [-77.367981, 38.872668]}",1,software,190,2001.0,34000000.0,Reston
4350,Specialty Capital,-78.999391,33.577569,"{'type': 'Point', 'coordinates': [-78.999391, 33.577569]}",2,consulting,30,2003.0,0.0,Garden City Beach
4351,ewa-marine,11.4629601,47.8854302,"{'type': 'Point', 'coordinates': [11.4629601, 47.8854302]}",1,hardware,21,1947.0,0.0,Geretsried
4352,DP7 Digital,-46.6773686,-23.5815208,"{'type': 'Point', 'coordinates': [-46.6773686, -23.5815208]}",2,software,6,2009.0,100000.0,Sao Paulo
4353,Avatron Software,-122.544532,45.619318,"{'type': 'Point', 'coordinates': [-122.544532, 45.619318]}",1,mobile,14,2008.0,0.0,Portland
4354,RequestFill,-121.928619,37.396586,"{'type': 'Point', 'coordinates': [-121.928619, 37.396586]}",1,network_hosting,12,2007.0,0.0,San Jose
4355,Rank Explosion,-81.607259,27.927025,"{'type': 'Point', 'coordinates': [-81.607259, 27.927025]}",1,search,10,2008.0,0.0,Lake Wales
4356,Emmaus Designs,-81.607259,27.927025,"{'type': 'Point', 'coordinates': [-81.607259, 27.927025]}",1,other,6,2001.0,0.0,Lake Wales
4357,DataFeedScripts,-122.4544302,48.9423947,"{'type': 'Point', 'coordinates': [-122.4544302, 48.9423947]}",1,software,6,2007.0,0.0,Lynden
4358,Optifly,-90.195631,38.631232,"{'type': 'Point', 'coordinates': [-90.195631, 38.631232]}",1,web,5,,0.0,St Louis
4359,Pixorial,-104.879674,39.577565,"{'type': 'Point', 'coordinates': [-104.879674, 39.577565]}",1,web,12,2007.0,0.0,Englewood
4360,BillMyParents,-117.200492,32.901317,"{'type': 'Point', 'coordinates': [-117.200492, 32.901317]}",1,ecommerce,10,,3400000.0,San Diego
4361,SellingBin,-80.203646,26.3740217,"{'type': 'Point', 'coordinates': [-80.203646, 26.3740217]}",1,hardware,5,,0.0,Boca Raton
4362,Three Rivers Consulting,-123.5264709,42.5778639,"{'type': 'Point', 'coordinates': [-123.5264709, 42.5778639]}",1,software,2,1992.0,0.0,Merlin
4363,quimica_visual,2.1560753,41.3723033,"{'type': 'Point', 'coordinates': [2.1560753, 41.3723033]}",1,web,2,2007.0,0.0,Barcelona
4364,AppNinjas,-122.4000032,37.7983181,"{'type': 'Point', 'coordinates': [-122.4000032, 37.7983181]}",1,mobile,1,2009.0,0.0,San Francisco
4365,Wetoku,127.0373502,37.5009759,"{'type': 'Point', 'coordinates': [127.0373502, 37.5009759]}",1,public_relations,4,2009.0,0.0,Seoul
4366,JamesList,18.0813105,59.3334808,"{'type': 'Point', 'coordinates': [18.0813105, 59.3334808]}",2,ecommerce,5,2008.0,0.0,Stockholm
4367,Luxury Rentals Miami Beach,-80.1435368,25.7872228,"{'type': 'Point', 'coordinates': [-80.1435368, 25.7872228]}",1,other,3,,0.0,Miami Beach
4368,JustProto,18.5416342,54.520135,"{'type': 'Point', 'coordinates': [18.5416342, 54.520135]}",1,software,11,2009.0,0.0,Gdynia
4369,BetterTrades,-84.134047,33.939181,"{'type': 'Point', 'coordinates': [-84.134047, 33.939181]}",1,web,300,2001.0,0.0,Norcross
4370,NecesCity,114.150564,22.334148,"{'type': 'Point', 'coordinates': [114.150564, 22.334148]}",1,web,4,2008.0,0.0,Hong Kong
4371,Rhapso,2.2639015,48.7191043,"{'type': 'Point', 'coordinates': [2.2639015, 48.7191043]}",1,software,56,2000.0,11000000.0,Palaiseau
4372,ContinuumGlobal,-122.3942549,37.7824672,"{'type': 'Point', 'coordinates': [-122.3942549, 37.7824672]}",2,other,100,2003.0,0.0,San Francisco
4373,Soffront,-121.9350157,37.4997846,"{'type': 'Point', 'coordinates': [-121.9350157, 37.4997846]}",1,software,100,1992.0,0.0,Fremont
4374,Fan,-57.5538238,-37.9924155,"{'type': 'Point', 'coordinates': [-57.5538238, -37.9924155]}",1,consulting,10,2009.0,0.0,Mar del Plata
4375,Millennial Media,-76.581864,39.281734,"{'type': 'Point', 'coordinates': [-76.581864, 39.281734]}",1,advertising,137,2006.0,240000000.0,Baltimore
4376,BuduWare Machines,-73.8713099,40.7638764,"{'type': 'Point', 'coordinates': [-73.8713099, 40.7638764]}",1,network_hosting,10,2007.0,0.0,East Elmhurst
4377,ToolzDO,-80.186473,26.280346,"{'type': 'Point', 'coordinates': [-80.186473, 26.280346]}",1,web,1,2009.0,0.0,Coconut Creek
4378,Aria Networks,-2.1334555,51.4515283,"{'type': 'Point', 'coordinates': [-2.1334555, 51.4515283]}",1,software,35,2005.0,9050000.0,Chippenham
4379,Sigasi,3.7316768,51.044525,"{'type': 'Point', 'coordinates': [3.7316768, 51.044525]}",1,hardware,5,2008.0,0.0,Gent
4380,ReSolutions LLC,-86.7935892,33.476946,"{'type': 'Point', 'coordinates': [-86.7935892, 33.476946]}",1,consulting,2,2008.0,0.0,Birmingham
4381,Taipan Publishing Group,-76.616747,39.298734,"{'type': 'Point', 'coordinates': [-76.616747, 39.298734]}",1,web,100,2007.0,0.0,Baltimore
4382,Corepoint Health,-96.80499,33.0607644,"{'type': 'Point', 'coordinates': [-96.80499, 33.0607644]}",1,software,50,1997.0,0.0,Frisco
4383,Inudu,-121.938475,37.406302,"{'type': 'Point', 'coordinates': [-121.938475, 37.406302]}",1,search,2,2008.0,0.0,Fremont
4384,Bueno Inc,-80.1866834,25.8107412,"{'type': 'Point', 'coordinates': [-80.1866834, 25.8107412]}",1,public_relations,15,2008.0,275000.0,Miami
4385,Garlik,-0.295441,51.462108,"{'type': 'Point', 'coordinates': [-0.295441, 51.462108]}",2,software,12,2005.0,24700000.0,Richmond
4386,Venere,12.4553856,41.9495028,"{'type': 'Point', 'coordinates': [12.4553856, 41.9495028]}",1,ecommerce,250,1995.0,0.0,Rome
4387,OfferWire,-80.3821092,27.6476577,"{'type': 'Point', 'coordinates': [-80.3821092, 27.6476577]}",2,ecommerce,65,2003.0,3500000.0,Vero Beach
4388,[212]Media,-73.98618,40.743877,"{'type': 'Point', 'coordinates': [-73.98618, 40.743877]}",1,games_video,75,2004.0,0.0,New York
4389,CityZine,3.6687365,51.023156,"{'type': 'Point', 'coordinates': [3.6687365, 51.023156]}",1,advertising,10,2008.0,0.0,Sint-Denijs-Westrem
4390,Saavn,-73.98618,40.743877,"{'type': 'Point', 'coordinates': [-73.98618, 40.743877]}",1,games_video,25,2006.0,6000000.0,New York
4391,Mozbox Limited,-1.510484,51.193175,"{'type': 'Point', 'coordinates': [-1.510484, 51.193175]}",1,other,3,2009.0,0.0,Andover
4392,Eldarion,-71.467566,42.7653662,"{'type': 'Point', 'coordinates': [-71.467566, 42.7653662]}",1,network_hosting,5,,600000.0,Nashua
4393,weSRCH,-121.980186,37.383368,"{'type': 'Point', 'coordinates': [-121.980186, 37.383368]}",1,other,13,2007.0,0.0,Santa Clara
4394,Prevail Resources,-96.828329,32.999125,"{'type': 'Point', 'coordinates': [-96.828329, 32.999125]}",1,consulting,162,,0.0,Dallas
4395,Decision Maker Media,-122.402349,37.792394,"{'type': 'Point', 'coordinates': [-122.402349, 37.792394]}",1,advertising,7,2008.0,0.0,san francisco
4396,jamWee,-74.283346,40.555566,"{'type': 'Point', 'coordinates': [-74.283346, 40.555566]}",1,web,5,2009.0,0.0,Woobridge
4397,Secure BI,-121.7324992,38.5621283,"{'type': 'Point', 'coordinates': [-121.7324992, 38.5621283]}",1,enterprise,2,2009.0,0.0,Davis
4398,SkillSurvey,-75.418689,40.07918,"{'type': 'Point', 'coordinates': [-75.418689, 40.07918]}",1,software,12,2002.0,1800000.0,Wayne
4399,ZackBrandit,4.2959247,50.8742426,"{'type': 'Point', 'coordinates': [4.2959247, 50.8742426]}",1,ecommerce,6,2008.0,0.0,Brussels
4400,Fixmo Carrier Services,-122.5833189,47.3307422,"{'type': 'Point', 'coordinates': [-122.5833189, 47.3307422]}",1,mobile,15,1997.0,6900000.0,Issaquah
4401,Kerio Technologies,-121.894099,37.337402,"{'type': 'Point', 'coordinates': [-121.894099, 37.337402]}",1,software,200,1997.0,0.0,San Jose
4402,PageLime,-77.0974791,38.987594,"{'type': 'Point', 'coordinates': [-77.0974791, 38.987594]}",1,other,3,2008.0,0.0,Bethesda
4403,Hostarting,-4.0210296,39.8725119,"{'type': 'Point', 'coordinates': [-4.0210296, 39.8725119]}",1,web,2,2009.0,0.0,Toledo
4404,Upland Software,-71.0922022,42.3656123,"{'type': 'Point', 'coordinates': [-71.0922022, 42.3656123]}",1,software,75,1998.0,23300000.0,Cambridge
4405,My-Hammer,13.3883606,52.5092312,"{'type': 'Point', 'coordinates': [13.3883606, 52.5092312]}",1,web,70,2005.0,3200000.0,Berlin
4406,APO Box,-94.2191382,43.2933829,"{'type': 'Point', 'coordinates': [-94.2191382, 43.2933829]}",1,other,14,,0.0,Bancroft
